cgpa,projects,communication_skills,internship,programming_skills,technical_skills,certifications,aptitude,interview_score,placement_status
5.96,4,4.9,0,7.8,7.3,1,59.4,51.5,1
6.12,1,5.6,0,6.2,5.1,0,67.6,46.5,0
8.84,3,5.5,0,6.4,6.9,3,97.1,59.6,1
5.84,1,5.7,0,4.4,4.6,0,54.4,49.3,0
7.01,3,8.9,0,5.4,6.2,2,65.8,80.3,1
5.89,1,6.6,0,4.7,4.2,2,47.3,46.2,0
7.19,5,8.0,1,6.6,6.8,2,91.5,70.9,1
6.05,0,4.6,0,3.9,4.2,2,45.4,44.1,0
6.81,2,6.5,0,6.7,6.1,0,65.3,60.8,1
7.9,3,6.2,1,8.1,8.1,0,83.6,75.2,0
6.97,2,7.0,0,7.2,6.1,2,61.9,69.3,1
5.5,2,8.1,0,6.0,5.8,2,44.8,78.3,0
7.82,5,5.4,1,6.9,6.2,4,77.0,49.0,1
6.6,2,7.6,0,5.6,5.3,0,70.3,69.5,1
5.91,3,8.2,0,5.6,4.8,3,56.7,76.8,0
7.04,4,7.0,1,7.0,7.5,1,65.1,68.3,1
7.12,0,5.5,0,5.7,5.5,0,71.6,51.5,0
8.07,6,6.4,1,8.9,8.5,2,85.9,66.3,1
5.61,1,4.9,0,5.3,5.8,2,50.2,44.5,0
5.95,0,5.4,0,4.7,5.2,0,53.7,58.5,0
6.1,0,7.0,0,4.4,5.9,1,50.7,64.1,0
6.69,2,4.7,0,4.7,4.0,2,58.7,53.2,0
7.29,5,5.8,1,8.3,6.3,2,80.5,52.9,1
5.98,1,6.0,0,6.2,4.7,2,47.1,63.7,0
8.34,3,7.0,1,7.2,5.7,1,77.0,65.3,1
7.59,5,5.8,1,6.6,7.4,2,64.5,61.0,1
7.39,2,4.8,0,4.3,5.1,0,67.4,49.3,0
6.84,2,6.5,0,7.1,6.2,1,67.2,71.3,1
6.46,2,5.7,0,5.3,6.4,3,57.9,49.4,0
7.99,7,7.7,1,7.6,7.5,3,86.9,63.7,0
8.55,5,6.6,1,7.0,8.3,2,92.6,80.2,0
8.18,3,7.5,1,7.6,7.8,1,79.4,60.2,1
8.09,4,6.5,0,7.7,6.9,1,81.3,63.1,1
6.33,2,5.8,0,7.0,7.2,0,61.8,58.2,0
5.34,1,5.9,0,5.1,4.5,0,43.8,54.6,0
6.58,3,7.0,0,6.4,6.3,1,73.7,67.3,1
5.9,1,6.7,0,4.3,5.4,1,46.4,59.9,0
6.3,2,5.6,0,5.7,5.8,3,66.4,49.1,0
7.46,4,6.9,1,6.3,5.7,4,71.5,69.7,1
7.44,4,8.7,1,5.9,5.0,3,64.1,76.5,1
7.05,3,4.6,1,7.5,7.9,2,77.7,64.5,1
7.92,6,6.3,1,9.4,9.7,2,87.4,75.6,1
5.93,1,6.9,0,5.4,4.6,1,57.1,65.0,0
8.01,2,7.3,0,7.6,6.6,3,75.1,78.3,1
7.97,2,8.8,1,5.8,5.3,1,75.0,83.5,1
6.82,5,7.1,0,8.0,6.9,2,74.8,68.2,1
6.65,2,5.4,0,5.8,6.4,1,61.8,58.0,0
8.47,3,8.1,0,6.9,6.4,3,77.7,71.9,1
7.89,2,6.2,0,7.2,6.0,0,81.8,61.9,1
4.87,1,6.4,0,4.8,5.0,0,53.8,56.7,0
5.57,0,5.4,0,3.3,3.5,1,44.2,45.0,0
6.67,5,5.5,1,8.1,7.7,2,67.6,51.5,1
6.91,0,5.3,1,3.3,4.6,2,58.4,59.7,0
7.33,5,6.8,0,7.2,6.4,1,83.9,63.7,1
6.41,2,6.7,0,7.0,6.8,1,61.0,62.7,1
7.37,2,6.1,1,7.0,6.3,0,69.7,69.9,1
6.67,4,6.2,1,7.5,6.4,2,69.0,60.4,1
7.51,4,7.6,0,6.5,5.4,3,76.5,69.9,1
6.8,3,3.6,0,5.0,4.8,1,73.1,44.3,0
8.51,4,8.6,1,8.4,7.6,2,89.1,87.8,1
6.24,3,7.6,0,7.5,6.3,1,66.5,76.8,1
7.07,2,8.8,0,4.8,5.0,1,68.7,66.4,1
7.2,2,8.9,0,6.4,6.1,3,65.1,77.8,1
6.81,4,8.3,1,5.5,7.1,2,63.9,69.3,1
6.92,3,6.5,0,6.6,5.8,2,75.3,62.5,1
6.79,6,7.0,0,7.0,7.4,4,65.4,60.5,1
8.81,5,5.6,1,6.0,6.4,0,88.3,59.4,1
7.53,4,8.2,1,8.1,7.8,3,71.4,62.1,0
7.78,3,5.6,0,4.4,4.1,3,71.7,56.6,0
8.37,4,8.4,0,7.5,6.1,3,82.8,84.1,0
7.79,3,7.6,0,5.8,5.8,1,78.2,70.6,1
8.54,5,10.0,1,8.6,8.1,2,93.6,77.7,1
5.36,0,4.8,0,5.0,5.1,0,50.0,46.4,0
6.95,1,7.5,0,7.2,6.9,0,69.8,67.1,1
6.23,1,6.6,0,5.8,5.8,0,73.2,54.3,0
7.42,4,7.6,1,7.9,9.1,2,81.2,73.7,1
5.95,2,7.0,0,5.4,7.3,0,57.1,72.8,0
7.93,3,6.4,1,7.1,7.5,3,86.4,59.0,1
7.68,6,7.5,0,7.5,7.6,3,79.6,71.9,1
7.78,4,5.8,0,8.3,7.8,4,81.7,53.5,1
7.32,7,7.1,1,8.3,7.4,3,70.6,80.6,1
4.85,3,6.8,0,4.8,5.8,1,42.1,52.5,1
6.4,4,7.0,0,6.4,5.6,2,62.6,77.3,1
6.28,2,6.3,0,5.8,4.2,3,66.0,48.3,0
6.57,2,6.0,0,6.0,6.3,2,52.5,52.2,0
7.6,2,6.9,0,7.0,6.0,2,82.6,59.5,1
7.19,3,5.5,0,5.0,5.3,2,67.6,51.9,1
8.48,5,9.2,1,7.5,7.9,2,88.4,85.4,1
8.76,4,7.6,0,7.5,7.6,3,89.2,75.0,0
6.75,5,6.0,1,6.9,5.9,2,74.9,53.8,1
6.64,3,5.5,0,6.8,7.1,2,58.8,55.7,1
7.09,6,9.1,1,7.8,7.3,4,74.1,80.7,1
8.21,3,6.7,0,6.4,5.2,1,75.4,73.6,1
7.08,3,5.7,0,5.5,5.1,2,62.9,44.4,0
7.3,3,3.6,0,8.1,7.0,2,78.4,55.4,1
6.86,5,5.8,1,7.4,6.7,3,65.6,55.9,1
6.93,1,6.2,0,5.7,4.3,1,74.8,68.2,0
6.56,3,5.3,1,5.2,5.2,1,58.2,57.5,0
7.31,2,5.4,0,6.1,6.1,2,72.9,60.2,1
6.9,2,7.1,0,6.1,6.4,3,70.1,63.8,1
7.17,2,5.6,0,5.1,4.6,0,61.0,57.0,1
7.01,2,3.9,0,5.6,4.7,2,60.2,35.0,0
7.01,2,7.8,0,7.2,5.6,3,66.7,78.1,1
6.88,4,5.3,1,6.4,4.9,4,58.3,57.9,1
6.62,3,6.3,0,6.2,6.0,3,60.6,58.5,1
8.09,2,8.2,0,8.7,7.3,0,97.3,75.3,1
8.12,4,7.4,0,8.2,7.1,3,81.5,70.1,1
5.77,1,5.9,0,4.2,4.6,1,56.7,51.5,0
7.42,2,7.6,1,5.8,6.5,2,67.9,79.6,1
5.81,2,6.3,0,6.5,7.3,1,58.5,52.2,0
6.73,3,6.1,0,5.8,4.7,2,66.5,61.7,1
6.19,3,3.6,0,8.0,7.0,1,46.6,47.2,0
6.61,2,5.7,0,4.0,4.5,0,40.2,54.7,0
7.37,4,7.5,1,8.0,7.6,2,78.7,72.4,1
5.75,1,6.0,0,6.0,5.3,3,65.9,63.1,0
7.51,6,10.0,1,6.5,7.2,4,69.8,93.1,1
7.0,4,6.9,0,6.6,6.4,3,75.4,66.4,1
7.46,5,5.3,0,6.6,6.0,3,72.5,47.8,1
6.78,0,4.1,0,3.8,3.7,0,58.6,42.3,0
5.68,2,6.4,0,7.5,7.4,0,63.7,69.0,1
5.47,1,4.6,0,3.9,4.9,2,44.7,43.0,0
8.96,4,7.0,1,7.6,7.0,1,89.5,64.0,1
6.9,2,6.5,0,7.4,6.8,2,67.9,60.7,1
6.08,4,5.8,1,6.4,6.3,2,50.7,57.0,0
9.57,4,6.7,0,6.6,7.2,1,90.2,70.5,1
6.41,4,6.7,0,6.7,6.8,1,60.4,71.5,1
7.64,4,5.8,0,6.9,7.5,1,82.6,57.0,1
6.84,5,7.5,0,5.7,6.2,2,63.5,68.5,1
6.79,2,6.0,0,5.3,5.4,2,60.4,60.0,0
7.11,5,6.6,1,7.7,8.1,4,76.2,70.1,0
6.64,6,8.3,0,7.6,7.0,5,73.4,90.3,1
6.73,5,5.3,0,6.7,6.2,2,68.6,53.7,1
6.91,3,5.1,0,6.0,5.9,2,71.4,55.2,1
7.56,2,4.5,1,4.9,5.7,1,69.5,62.4,1
5.97,3,7.8,0,5.2,5.0,3,57.9,59.2,0
8.23,7,8.4,1,8.8,8.2,2,86.0,88.3,1
7.3,3,5.2,0,6.0,6.0,1,71.0,61.9,1
6.6,1,6.2,1,5.8,4.9,2,57.8,64.0,0
6.69,3,6.4,0,5.5,6.1,1,69.0,51.1,0
6.56,4,4.4,0,7.5,6.3,1,57.9,55.9,1
9.35,7,7.7,1,10.0,10.0,5,100.0,78.5,1
7.06,4,6.7,0,7.4,6.9,1,80.0,68.0,1
5.58,2,6.3,0,4.0,5.5,2,55.5,61.9,0
6.41,0,4.4,0,2.9,3.4,0,52.9,42.7,0
7.31,3,7.2,0,6.9,6.3,0,75.1,63.0,1
8.03,4,6.7,1,9.0,9.0,2,84.7,81.7,1
8.15,4,5.5,0,7.2,7.8,2,75.0,55.5,1
6.83,2,7.1,0,6.9,6.6,1,81.0,66.3,1
7.68,3,8.4,1,6.4,7.6,2,69.2,68.6,1
6.54,1,7.1,1,5.4,4.6,1,51.1,56.6,0
7.82,1,7.2,1,7.1,6.9,0,90.2,68.5,1
5.68,0,6.3,0,3.5,3.2,1,36.3,49.9,0
6.44,3,7.6,1,5.7,5.9,0,59.8,80.0,1
7.4,6,8.7,0,7.2,8.4,2,79.4,78.8,1
7.65,3,4.0,0,7.8,7.6,1,69.1,47.1,1
4.99,0,5.4,0,3.1,2.5,0,41.3,35.0,0
7.87,4,7.1,0,5.8,5.0,3,67.7,60.5,1
7.08,4,4.7,1,8.0,7.0,3,65.5,71.9,0
6.47,1,5.7,0,6.0,5.6,0,54.4,59.9,0
6.83,3,6.2,1,6.8,5.9,2,80.9,65.1,1
7.1,3,3.9,0,4.9,4.6,3,60.1,45.1,0
7.44,4,4.9,0,5.8,7.8,2,70.9,60.4,1
6.25,0,4.4,0,4.6,3.6,0,49.9,42.7,0
6.95,4,5.7,0,7.6,7.3,1,75.2,53.4,1
6.02,1,4.6,0,5.6,4.7,0,51.3,35.0,0
7.16,3,5.4,0,8.1,7.6,0,76.2,58.6,1
7.64,3,6.9,0,8.5,7.5,3,80.5,81.0,1
7.06,5,4.2,1,8.1,7.8,2,70.9,51.4,0
6.87,4,5.5,1,6.4,5.4,1,73.6,58.6,1
6.76,1,6.9,0,5.8,5.4,3,58.4,63.9,0
8.06,5,9.1,1,9.3,9.6,2,99.1,92.2,1
7.35,4,5.0,0,7.1,8.0,2,56.3,55.7,1
7.36,2,6.1,0,6.4,6.7,4,75.9,68.0,0
6.96,5,7.8,0,7.9,7.5,2,79.1,63.9,1
7.27,3,8.0,1,7.2,6.5,3,78.5,88.6,1
7.64,5,6.5,1,6.9,6.5,2,63.5,52.3,1
7.06,3,7.3,0,5.4,4.9,2,69.2,63.2,1
6.92,1,6.2,0,3.3,3.5,0,66.0,47.3,0
5.14,1,5.2,0,5.8,6.3,0,44.5,48.5,0
8.26,5,9.7,0,6.1,6.2,3,80.5,83.1,1
6.84,6,6.3,0,9.4,8.6,0,68.8,69.7,1
5.52,1,5.5,0,4.5,3.5,0,49.1,56.7,0
7.11,6,5.7,1,8.2,7.5,3,58.0,60.7,1
6.93,3,4.2,0,7.3,6.5,4,74.3,50.0,1
5.32,1,6.7,0,4.2,4.1,2,35.6,52.4,0
7.51,5,7.6,1,6.9,7.3,3,87.0,76.3,1
5.23,0,7.1,0,4.1,5.1,1,35.0,59.9,0
6.21,1,4.7,0,5.5,4.9,1,60.1,49.1,0
7.59,3,7.4,0,6.4,6.8,2,65.9,80.3,1
6.7,1,7.9,0,6.3,5.5,0,59.4,74.6,1
6.21,1,7.1,0,7.3,6.1,0,59.8,55.6,0
7.46,5,6.4,0,8.5,9.3,3,80.1,56.8,1
6.29,0,6.5,0,4.6,3.9,1,52.0,60.5,0
6.8,3,7.4,0,5.7,5.0,3,67.5,54.3,1
8.58,3,8.0,1,7.3,6.9,2,95.3,79.0,1
6.63,2,6.5,0,5.8,6.1,1,71.6,57.3,1
6.64,3,6.8,0,8.5,7.8,2,69.3,61.1,1
6.82,1,6.2,0,5.2,5.2,0,62.7,49.6,0
9.8,8,8.5,1,8.7,8.8,3,100.0,96.0,1
7.45,6,8.0,1,8.9,8.5,2,71.4,79.9,1
7.42,3,6.6,0,6.3,7.5,2,65.5,61.9,1
5.7,3,6.8,0,6.4,6.5,1,52.7,46.6,0
9.26,4,6.9,1,7.9,7.9,2,96.9,79.3,1
6.54,0,5.2,1,5.1,4.7,1,65.5,60.4,0
7.99,3,7.9,0,6.8,6.9,1,79.7,72.3,1
7.32,4,7.8,0,7.4,7.3,1,78.3,73.9,1
5.6,1,6.7,0,5.3,4.0,3,37.9,52.6,0
6.76,3,5.9,0,7.5,7.1,1,74.1,58.1,1
7.91,3,5.7,0,6.9,6.2,2,78.0,55.8,1
8.51,5,8.1,1,8.1,7.3,2,92.6,66.8,1
7.57,4,5.4,1,6.6,7.4,0,79.0,63.2,1
7.79,2,4.8,0,6.8,6.6,2,80.2,60.4,1
7.9,4,6.6,1,7.1,6.8,2,82.2,49.1,1
8.44,8,8.3,1,9.6,9.9,3,100.0,81.0,1
6.43,3,6.0,0,4.7,4.0,2,60.1,53.4,0
8.1,3,6.2,1,7.2,6.7,1,79.2,79.6,1
5.76,1,4.6,0,5.0,4.8,0,55.4,35.0,0
6.22,1,6.6,0,5.1,4.2,2,50.1,68.2,0
5.49,1,5.2,0,3.1,3.0,2,40.7,43.6,0
7.48,4,8.0,1,6.8,6.0,3,73.6,68.2,1
6.04,0,6.3,0,2.5,2.5,1,48.7,35.9,0
4.5,0,6.1,0,3.0,3.4,2,35.0,51.2,0
7.04,4,4.7,0,8.2,7.3,2,72.5,63.9,1
7.24,1,5.5,0,6.9,6.9,2,76.7,60.6,1
6.73,1,6.4,0,5.7,5.6,1,67.8,60.5,1
8.6,3,6.4,1,8.7,8.2,3,94.2,71.4,1
7.93,5,7.2,1,7.5,7.5,3,88.9,75.7,1
5.32,1,6.4,0,5.9,5.2,0,39.7,65.9,0
5.76,3,4.8,1,6.0,5.2,0,58.7,51.0,0
7.7,5,7.6,0,8.5,9.2,1,91.7,82.0,1
8.78,7,6.6,1,10.0,8.1,2,92.8,86.0,1
8.65,4,5.6,0,6.8,6.5,2,90.9,57.5,1
8.3,4,7.9,1,7.0,7.3,2,87.9,78.6,1
7.25,3,5.7,1,4.2,4.9,2,73.9,54.5,0
5.28,0,5.1,0,5.3,5.1,0,43.2,35.8,0
6.63,5,6.5,1,7.1,5.6,3,70.7,75.4,1
7.13,3,7.2,0,6.1,5.2,2,64.6,71.2,1
5.77,4,6.7,0,4.3,3.9,3,47.1,56.6,0
5.57,2,5.8,0,4.0,5.4,1,45.9,43.3,0
6.2,2,5.5,0,5.1,5.0,1,67.2,48.6,0
4.78,2,4.3,0,4.1,4.1,2,35.0,35.0,0
7.58,3,6.2,0,6.5,5.9,3,72.2,57.7,1
6.11,2,5.6,0,4.3,3.8,1,51.6,48.1,0
4.52,0,5.4,0,2.5,2.5,0,35.0,39.6,0
6.34,5,7.9,0,6.7,7.3,5,73.0,69.3,1
7.24,5,7.3,1,8.3,6.9,3,69.2,77.4,1
7.11,3,5.9,0,6.4,5.5,2,72.2,64.8,1
7.51,5,5.9,1,6.5,7.4,3,70.0,72.6,1
5.79,2,6.9,0,5.3,5.4,1,53.3,68.2,0
8.57,6,6.0,0,7.1,6.9,3,85.8,61.7,1
6.99,3,6.8,0,7.4,7.1,2,68.8,66.0,1
7.89,3,7.3,1,6.8,6.7,2,85.7,59.6,1
7.27,1,6.8,0,5.0,5.1,0,65.9,67.9,1
8.32,2,6.4,0,6.1,5.7,3,73.7,61.9,1
4.5,0,4.9,0,2.6,3.6,1,35.0,40.7,0
6.17,1,6.6,1,5.0,5.4,1,51.5,47.7,0
7.29,2,4.6,0,3.6,3.6,4,65.9,39.8,0
7.09,2,6.0,1,5.9,6.4,2,72.3,59.1,1
8.81,1,7.4,0,6.1,5.5,3,81.2,69.4,1
6.71,3,7.0,1,5.4,5.6,1,69.7,64.2,1
7.66,1,5.0,0,5.3,5.3,0,78.4,51.0,1
5.22,1,4.8,0,2.6,4.0,1,39.9,42.5,0
6.19,7,8.0,0,9.3,9.3,3,69.0,85.8,1
5.87,1,4.8,0,4.6,5.2,1,50.1,46.0,0
5.74,2,7.6,0,5.7,4.9,2,47.2,49.2,0
6.1,2,6.1,0,4.0,4.0,1,58.1,65.9,0
7.47,5,5.3,0,7.4,7.2,2,72.2,66.1,1
8.24,6,6.3,1,9.2,8.4,3,82.1,64.3,1
6.42,1,5.9,1,6.3,5.4,1,54.7,70.4,0
7.75,3,4.4,0,7.2,6.8,0,77.7,49.0,1
6.39,1,4.3,0,5.2,5.3,2,49.1,53.8,0
7.15,1,4.1,0,6.1,5.5,1,71.3,50.1,1
7.69,4,6.4,1,7.3,6.1,2,78.2,67.7,1
6.1,0,5.2,1,2.5,3.3,0,51.9,47.7,0
7.4,3,7.4,0,5.4,6.0,0,68.4,67.1,1
6.89,1,8.8,0,6.4,5.4,1,63.5,84.1,1
8.52,6,8.0,1,10.0,9.1,3,98.7,81.9,1
7.09,0,4.2,0,5.3,4.5,0,52.7,55.4,0
6.7,4,4.9,0,5.8,4.8,2,66.5,50.1,0
7.06,6,5.7,0,8.1,6.8,1,79.7,52.5,1
6.26,4,6.7,0,5.1,6.2,3,56.2,65.2,1
6.64,0,7.2,0,5.1,6.3,0,62.0,58.2,0
7.91,7,6.0,1,9.5,10.0,3,82.7,74.6,1
6.99,2,6.8,0,5.7,5.5,1,68.2,62.6,0
8.68,4,7.2,0,5.7,6.0,3,87.5,68.4,1
8.55,6,7.6,1,7.6,8.6,3,84.2,71.4,1
7.27,3,7.5,1,6.9,5.7,2,80.5,64.1,1
6.87,0,6.3,0,2.5,2.5,0,49.5,43.6,0
7.93,5,7.0,1,8.5,7.7,0,82.7,85.9,1
6.51,4,4.9,0,5.2,4.6,2,54.4,53.0,0
6.76,5,8.3,0,8.4,8.1,2,68.0,80.2,1
8.15,3,7.6,0,6.5,6.7,2,79.4,71.3,1
5.78,2,6.1,0,5.8,6.3,3,62.8,63.8,0
5.7,1,7.9,0,5.5,5.0,0,66.3,60.3,0
8.14,6,6.4,1,8.9,8.2,3,88.2,64.0,1
7.44,4,6.5,0,7.0,8.0,2,61.0,65.8,1
7.63,2,5.2,0,5.9,6.3,1,78.4,61.5,1
7.7,3,5.3,0,6.2,4.8,1,68.9,50.3,1
7.5,3,6.8,1,8.7,6.3,1,74.1,69.6,1
6.3,3,7.1,0,6.6,5.7,2,58.6,70.1,1
6.16,5,6.5,1,10.0,8.1,3,67.2,68.9,1
6.53,2,4.5,1,5.0,5.7,2,45.7,44.0,0
7.48,2,6.2,0,6.5,6.0,1,83.1,62.4,1
7.31,4,6.3,1,5.8,5.9,4,71.1,63.5,1
6.67,1,5.9,0,4.0,3.6,1,57.3,41.6,0
7.84,4,7.3,1,7.5,6.8,2,73.2,82.0,1
6.83,3,5.6,0,3.9,4.1,1,66.8,55.5,0
6.55,1,5.0,0,4.7,4.3,1,61.0,48.3,0
6.67,3,7.1,0,6.6,6.1,3,65.4,59.0,1
7.7,3,7.3,1,8.6,8.0,1,81.6,74.3,1
7.91,4,6.3,1,9.7,9.0,1,83.1,77.9,1
8.58,4,6.8,1,6.9,6.7,2,88.9,68.8,1
6.94,5,6.9,0,7.1,6.8,4,76.3,64.0,1
4.5,0,6.5,0,4.1,3.5,0,35.0,51.1,0
5.23,2,6.5,0,7.1,5.8,2,67.2,60.7,0
6.55,1,5.8,0,6.0,5.1,0,63.6,54.2,0
5.75,1,6.2,0,4.8,4.9,2,59.8,54.8,1
6.27,4,5.9,0,8.3,7.9,2,72.2,69.6,1
9.19,7,4.7,1,10.0,9.5,3,97.9,68.2,1
8.08,3,7.6,1,6.6,5.7,3,77.5,70.5,1
5.26,2,4.5,0,5.3,3.9,1,53.0,44.3,0
7.53,1,6.6,1,4.9,5.4,1,61.2,54.9,1
6.36,0,4.4,0,5.9,5.9,0,58.2,39.9,0
8.6,6,7.1,1,8.0,8.1,2,93.5,76.0,1
8.39,4,6.6,0,5.9,4.7,2,77.7,56.7,1
6.4,0,7.4,1,4.7,4.4,0,59.0,56.0,0
6.45,5,8.7,0,6.1,6.1,3,56.9,70.2,1
7.89,1,4.2,0,5.3,5.5,1,86.7,41.0,1
7.82,5,7.2,0,8.3,8.2,2,80.9,73.5,0
6.96,3,5.4,0,4.5,4.8,1,64.9,51.5,0
7.38,2,6.5,0,5.2,6.1,1,69.2,58.3,1
6.45,5,6.5,0,8.5,7.8,2,65.8,62.0,1
7.2,3,6.0,1,7.7,7.0,1,70.9,69.0,1
6.39,4,7.6,0,6.0,6.3,1,58.6,70.8,1
6.36,2,7.9,0,5.9,6.6,1,60.3,72.8,1
6.89,2,5.0,0,4.6,5.4,2,65.8,57.0,0
7.6,2,8.3,0,4.7,5.3,4,79.4,61.2,1
7.79,3,7.2,0,6.8,6.6,3,77.9,73.3,1
7.27,3,7.4,0,6.7,6.8,3,74.7,79.1,1
6.3,4,6.4,1,6.8,6.3,2,61.2,62.3,1
6.19,3,6.4,0,7.1,7.3,1,72.5,64.1,1
8.14,3,7.3,0,5.6,5.0,3,81.7,60.2,1
8.05,4,5.0,0,8.5,7.7,4,78.2,64.9,1
7.66,4,5.7,1,6.0,6.6,3,81.1,67.0,1
6.59,4,5.0,0,6.5,6.4,1,54.6,52.0,1
5.84,2,5.3,0,3.6,4.1,2,54.8,44.2,0
7.41,3,7.6,1,8.0,8.7,2,81.0,76.8,1
6.12,4,5.2,0,6.9,6.4,1,64.9,68.6,1
6.33,3,6.4,1,5.3,6.3,3,56.4,65.7,1
5.52,0,5.6,0,2.5,2.5,2,39.6,43.7,0
6.16,2,5.9,0,5.5,5.4,1,67.9,53.9,0
7.59,5,6.4,1,7.8,7.5,3,72.0,69.4,1
4.68,0,3.5,0,4.1,4.0,0,46.4,37.7,0
6.92,1,5.6,0,6.1,5.8,1,64.1,52.5,0
6.0,0,5.3,0,4.9,4.9,1,56.3,52.8,0
6.0,0,5.0,0,5.0,4.7,1,55.8,47.3,0
6.29,0,7.2,0,5.1,4.9,1,60.6,57.0,0
6.2,1,3.6,0,4.1,4.0,2,46.0,35.0,0
8.45,6,9.0,0,10.0,9.3,2,83.5,78.8,1
6.69,3,5.4,0,5.8,6.1,3,68.8,51.7,0
8.17,4,6.6,1,8.9,7.9,3,86.1,75.1,0
6.95,0,6.9,0,6.4,5.2,0,61.4,69.8,1
7.2,4,7.6,0,6.2,3.8,1,65.7,81.3,1
7.45,4,6.2,0,7.5,6.8,2,84.6,78.7,1
7.42,1,6.0,0,6.2,6.0,2,66.4,54.1,1
6.71,2,7.4,1,6.4,6.5,1,69.6,75.1,1
6.8,4,5.5,1,5.0,5.9,3,58.9,54.2,1
5.37,0,5.6,0,5.5,4.9,0,46.4,56.4,0
5.0,0,5.5,0,4.9,5.5,0,47.1,55.3,0
6.45,0,4.0,0,2.5,2.6,2,55.2,38.0,0
8.09,3,8.5,0,6.3,5.7,1,76.9,70.2,1
7.59,4,6.4,1,8.3,8.3,2,86.9,73.7,1
6.94,1,6.5,0,7.2,6.9,2,71.2,71.3,1
6.06,5,7.0,1,5.7,6.3,3,59.9,73.0,1
6.1,1,6.9,0,4.2,4.0,2,49.2,50.0,0
7.56,2,6.2,1,7.5,6.1,2,70.6,65.3,1
6.94,4,7.4,1,6.8,8.3,2,79.3,82.6,1
5.84,4,7.2,0,4.1,4.5,1,48.9,64.1,0
8.05,6,6.4,0,8.1,7.9,3,91.1,66.4,1
8.15,3,4.0,0,6.9,7.4,2,74.0,46.1,1
8.44,6,6.6,0,9.9,10.0,2,91.4,75.1,1
8.27,5,7.2,1,6.2,8.1,3,95.4,68.4,1
8.08,4,6.1,0,5.2,5.8,2,82.3,48.8,1
7.34,3,5.1,1,7.1,6.7,2,69.5,59.5,1
7.79,3,6.2,0,7.5,7.2,1,75.3,66.7,1
5.87,3,7.1,0,6.7,6.2,1,54.1,61.9,0
7.59,5,4.7,1,5.9,6.7,3,64.1,72.4,1
8.5,5,7.2,1,7.3,6.7,1,94.8,59.8,1
9.33,3,8.1,1,7.2,7.5,3,95.4,70.8,1
6.63,2,6.3,0,6.1,5.7,1,69.0,45.9,0
9.01,6,7.6,1,10.0,10.0,4,96.4,79.6,1
6.81,2,5.7,0,5.2,5.7,2,73.4,55.1,0
5.56,1,7.5,0,6.1,5.3,1,52.7,53.9,0
8.63,6,8.0,1,9.0,8.7,2,84.6,77.1,1
6.52,4,5.7,0,5.6,6.1,1,55.9,57.1,0
8.65,6,7.4,1,9.4,9.2,2,91.6,76.5,1
7.14,1,7.7,0,5.2,4.9,1,54.1,71.8,1
6.41,4,7.0,0,5.1,4.9,1,56.2,54.6,0
7.71,0,6.4,0,5.3,5.9,1,77.7,57.7,1
8.22,2,6.1,0,7.7,7.9,3,89.3,57.6,1
7.11,3,7.8,1,5.4,5.0,3,72.7,71.6,1
7.35,1,5.3,0,6.6,5.1,1,56.0,59.6,1
7.45,2,6.9,0,6.9,5.4,1,65.9,64.5,1
7.35,2,7.1,0,5.3,5.3,2,77.4,46.2,1
7.44,7,8.5,1,8.4,6.0,5,68.0,83.4,1
5.44,3,6.7,0,4.9,5.9,2,53.3,54.7,1
7.55,6,6.7,0,8.6,8.0,2,88.2,68.6,0
7.5,3,5.1,0,5.6,6.0,0,70.5,49.1,1
5.85,3,6.8,0,5.6,5.0,0,42.2,61.7,0
7.2,3,5.1,0,5.3,5.3,1,63.6,42.7,0
8.21,5,5.3,1,8.1,8.1,2,72.0,67.3,1
6.99,2,6.3,0,6.0,6.3,2,79.1,62.5,0
5.99,1,6.6,0,4.1,5.3,3,52.9,53.3,0
8.05,4,5.0,0,6.1,6.0,1,92.2,42.3,1
7.48,3,5.6,0,7.3,8.0,0,83.7,68.8,1
5.69,2,7.8,0,6.5,5.4,2,55.1,69.4,0
6.44,8,8.6,1,9.6,10.0,2,76.3,92.8,1
6.5,2,6.0,0,3.4,4.1,2,50.2,50.4,0
7.24,3,7.1,0,5.2,5.4,2,57.6,61.4,1
6.67,0,6.0,1,3.6,4.3,1,55.0,49.9,0
5.3,0,3.7,0,4.6,4.6,0,40.4,36.4,0
6.38,2,5.1,0,6.9,5.5,1,71.0,49.0,0
7.44,4,7.9,0,7.2,6.6,2,79.3,74.0,1
6.22,2,6.4,1,6.1,5.7,2,56.3,63.3,0
7.71,5,9.1,1,8.8,8.3,4,81.4,90.6,0
6.84,3,7.6,0,6.7,5.8,2,70.7,79.1,1
7.03,4,4.4,0,6.9,6.4,2,70.0,37.9,1
4.5,3,4.6,0,5.2,4.2,2,35.4,46.7,0
5.92,3,7.1,1,5.9,5.2,2,48.9,66.1,0
7.69,3,9.2,1,5.6,5.5,1,82.8,73.2,1
5.55,4,6.2,0,6.1,3.0,3,49.4,68.1,0
5.84,4,6.6,0,7.6,6.1,3,65.8,65.9,1
9.62,6,7.1,1,9.5,8.9,3,100.0,71.3,1
6.87,3,8.7,0,6.6,5.7,2,72.2,85.3,1
6.89,5,6.6,1,7.3,8.2,2,76.4,73.8,1
7.89,2,9.3,1,6.9,6.0,0,84.3,73.2,1
